"subject_id","X1__0","X2__0","X3__0","X4__0","X5__0","X1__1","X2__1","X3__1","X4__1","X5__1","X1__2","X2__2","X3__2","X4__2","X5__2","X1__3","X2__3","X3__3","X4__3","X5__3","X1__4","X2__4","X3__4","X4__4","X5__4","X1__5","X2__5","X3__5","X4__5","X5__5","X1__6","X2__6","X3__6","X4__6","X5__6","X1__7","X2__7","X3__7","X4__7","X5__7","X1__8","X2__8","X3__8","X4__8","X5__8","X1__9","X2__9","X3__9","X4__9","X5__9","X1__10","X2__10","X3__10","X4__10","X5__10"
"158","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","44.0","42.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0"
"950","44.0","15.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0"
"260","27.0","15.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0"
"1665","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0"
"176","27.0","15.0","56.0","52.0","78.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0"
"367","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0"
"103","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","44.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","44.0","42.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0"
"1002","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","78.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","56.0","52.0","67.0"
"1038","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","44.0","42.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","78.0"
"1884","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","78.0"
"1428","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","78.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0"
"1096","27.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","78.0"
"1345","27.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","78.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","78.0","44.0","42.0","10.0","52.0","67.0"
"1460","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","67.0","27.0","42.0","56.0","36.0","78.0","27.0","42.0","56.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0"
"167","44.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","15.0","56.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0"
"1142","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0"
"1863","27.0","42.0","10.0","36.0","78.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","56.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0"
"1697","44.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0"
"1698","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","67.0","27.0","42.0","56.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0"
"1378","44.0","42.0","10.0","52.0","67.0","44.0","42.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","78.0","44.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0"
"1522","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0"
"1132","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0"
"254","44.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0"
"822","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","44.0","15.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0"
"1331","44.0","15.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0"
"409","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0"
"1207","44.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0"
"856","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","44.0","42.0","56.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0"
"570","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0"
"1111","27.0","42.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0"
"896","27.0","15.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0"
"1032","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","44.0","42.0","56.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","56.0","36.0","67.0","44.0","42.0","10.0","36.0","67.0"
"163","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0"
"739","44.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0"
"622","44.0","15.0","56.0","36.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","44.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0"
"1653","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0"
"1234","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0"
"673","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","78.0"
"1937","44.0","15.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","42.0","56.0","52.0","78.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0"
"153","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","56.0","36.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0"
"1267","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","56.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0"
"574","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0"
"711","27.0","15.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0"
"1554","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0"
"1735","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","56.0","36.0","78.0","27.0","15.0","10.0","52.0","78.0"
"559","27.0","15.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","56.0","52.0","67.0","44.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0"
"1357","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","42.0","56.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0"
"419","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0"
"533","44.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","44.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0"
"1733","44.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","52.0","67.0"
"1878","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0"
"1844","27.0","42.0","56.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0"
"336","27.0","15.0","56.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0"
"1406","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0"
"1620","44.0","42.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","78.0","27.0","42.0","10.0","36.0","67.0"
"517","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0"
"1481","44.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","56.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0"
"1974","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","44.0","42.0","56.0","52.0","78.0","44.0","15.0","56.0","36.0","78.0"
"1495","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0"
"351","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0"
"1170","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","56.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0"
