"subject_id","X1__0","X2__0","X3__0","X4__0","X5__0","X1__1","X2__1","X3__1","X4__1","X5__1","X1__2","X2__2","X3__2","X4__2","X5__2","X1__3","X2__3","X3__3","X4__3","X5__3","X1__4","X2__4","X3__4","X4__4","X5__4","X1__5","X2__5","X3__5","X4__5","X5__5"
"487","30.0","5.0","19.0","4.0","84.0","30.0","5.0","83.0","89.0","30.0","15.0","26.0","83.0","35.0","84.0","15.0","5.0","83.0","35.0","30.0","30.0","60.0","83.0","68.0","62.0","15.0","70.0","19.0","35.0","62.0"
"488","30.0","60.0","19.0","4.0","84.0","15.0","5.0","19.0","89.0","84.0","15.0","26.0","83.0","4.0","62.0","28.0","5.0","50.0","4.0","62.0","28.0","60.0","83.0","68.0","62.0","52.0","5.0","83.0","68.0","62.0"
"489","30.0","5.0","50.0","68.0","84.0","30.0","5.0","19.0","89.0","62.0","52.0","70.0","19.0","68.0","62.0","15.0","26.0","19.0","68.0","84.0","15.0","60.0","50.0","35.0","62.0","52.0","60.0","83.0","4.0","62.0"
"490","28.0","70.0","19.0","89.0","30.0","52.0","60.0","25.0","35.0","30.0","15.0","60.0","25.0","68.0","62.0","15.0","5.0","50.0","35.0","62.0","15.0","60.0","83.0","89.0","62.0","52.0","26.0","25.0","68.0","84.0"
"491","30.0","70.0","83.0","68.0","84.0","30.0","5.0","25.0","89.0","84.0","52.0","60.0","50.0","68.0","30.0","30.0","70.0","50.0","68.0","1.0","28.0","5.0","19.0","68.0","62.0","52.0","26.0","50.0","35.0","62.0"
"492","28.0","70.0","50.0","89.0","30.0","30.0","60.0","19.0","35.0","62.0","15.0","5.0","19.0","68.0","30.0","52.0","26.0","50.0","4.0","1.0","15.0","60.0","83.0","35.0","62.0","30.0","70.0","83.0","68.0","62.0"
"493","52.0","70.0","83.0","68.0","30.0","28.0","26.0","19.0","35.0","84.0","15.0","60.0","25.0","89.0","62.0","15.0","5.0","83.0","89.0","62.0","15.0","26.0","83.0","68.0","1.0","15.0","5.0","83.0","89.0","1.0"
"494","28.0","70.0","25.0","68.0","84.0","15.0","5.0","50.0","89.0","?","15.0","?","50.0","68.0","62.0","52.0","60.0","25.0","35.0","62.0","52.0","60.0","19.0","4.0","62.0","15.0","5.0","19.0","89.0","30.0"
"495","52.0","60.0","25.0","35.0","?","52.0","60.0","83.0","35.0","84.0","15.0","26.0","19.0","68.0","84.0","52.0","26.0","83.0","68.0","62.0","15.0","26.0","?","68.0","62.0","52.0","26.0","19.0","4.0","84.0"
"496","30.0","70.0","25.0","89.0","30.0","28.0","70.0","19.0","68.0","62.0","52.0","5.0","19.0","35.0","62.0","15.0","70.0","50.0","68.0","62.0","30.0","60.0","83.0","68.0","62.0","15.0","5.0","19.0","89.0","62.0"
"497","30.0","70.0","?","89.0","84.0","15.0","5.0","19.0","35.0","1.0","15.0","26.0","83.0","35.0","62.0","15.0","60.0","83.0","68.0","62.0","15.0","70.0","50.0","68.0","1.0","30.0","70.0","83.0","89.0","1.0"
"498","52.0","5.0","50.0","68.0","84.0","28.0","70.0","25.0","4.0","30.0","30.0","5.0","25.0","89.0","30.0","52.0","26.0","83.0","35.0","62.0","52.0","70.0","50.0","4.0","62.0","15.0","5.0","19.0","35.0","84.0"
"499","30.0","70.0","25.0","89.0","84.0","15.0","5.0","50.0","35.0","62.0","15.0","60.0","83.0","35.0","1.0","52.0","60.0","50.0","68.0","62.0","52.0","60.0","25.0","4.0","62.0","15.0","?","19.0","68.0","84.0"
"500","30.0","26.0","83.0","89.0","84.0","15.0","5.0","19.0","4.0","62.0","52.0","60.0","25.0","4.0","84.0","15.0","5.0","19.0","89.0","84.0","15.0","70.0","83.0","68.0","62.0","15.0","5.0","83.0","89.0","62.0"
"501","28.0","60.0","19.0","35.0","30.0","15.0","60.0","25.0","35.0","62.0","30.0","70.0","83.0","35.0","62.0","30.0","5.0","83.0","68.0","30.0","30.0","5.0","83.0","35.0","30.0","52.0","26.0","50.0","68.0","1.0"
"502","28.0","26.0","19.0","68.0","84.0","15.0","60.0","19.0","35.0","30.0","15.0","26.0","50.0","68.0","62.0","15.0","5.0","83.0","68.0","84.0","30.0","60.0","83.0","89.0","30.0","30.0","70.0","83.0","89.0","30.0"
"503","30.0","?","50.0","89.0","84.0","15.0","60.0","83.0","35.0","30.0","15.0","70.0","83.0","4.0","62.0","52.0","?","83.0","68.0","1.0","15.0","60.0","25.0","89.0","62.0","30.0","70.0","83.0","4.0","62.0"
"504","30.0","26.0","19.0","4.0","30.0","15.0","5.0","50.0","89.0","62.0","28.0","70.0","19.0","4.0","1.0","15.0","5.0","25.0","68.0","84.0","28.0","60.0","83.0","4.0","62.0","52.0","60.0","25.0","4.0","30.0"
"505","30.0","26.0","25.0","68.0","30.0","15.0","5.0","50.0","89.0","62.0","52.0","26.0","50.0","68.0","62.0","15.0","5.0","83.0","68.0","62.0","28.0","60.0","83.0","4.0","84.0","15.0","5.0","25.0","89.0","62.0"
"506","?","60.0","50.0","68.0","84.0","15.0","5.0","83.0","35.0","1.0","30.0","60.0","?","35.0","62.0","52.0","60.0","50.0","35.0","1.0","15.0","60.0","19.0","35.0","84.0","52.0","60.0","50.0","35.0","62.0"
"507","30.0","26.0","50.0","4.0","30.0","15.0","60.0","50.0","35.0","1.0","30.0","70.0","83.0","89.0","1.0","15.0","26.0","19.0","4.0","84.0","15.0","60.0","50.0","4.0","62.0","15.0","5.0","50.0","89.0","62.0"
"508","30.0","5.0","25.0","4.0","30.0","15.0","70.0","50.0","68.0","1.0","15.0","60.0","83.0","35.0","84.0","15.0","60.0","83.0","68.0","1.0","15.0","70.0","50.0","35.0","1.0","52.0","70.0","25.0","89.0","1.0"
"509","15.0","60.0","50.0","35.0","84.0","15.0","26.0","83.0","35.0","62.0","30.0","70.0","83.0","68.0","1.0","30.0","5.0","83.0","4.0","62.0","15.0","26.0","19.0","68.0","30.0","28.0","26.0","25.0","?","84.0"
"510","28.0","26.0","19.0","68.0","30.0","15.0","60.0","25.0","4.0","62.0","15.0","5.0","83.0","68.0","1.0","52.0","5.0","19.0","68.0","62.0","30.0","5.0","50.0","68.0","62.0","30.0","5.0","19.0","68.0","30.0"
"511","30.0","5.0","50.0","68.0","84.0","52.0","5.0","50.0","35.0","62.0","30.0","26.0","50.0","68.0","62.0","28.0","60.0","19.0","68.0","84.0","30.0","26.0","25.0","89.0","62.0","28.0","70.0","19.0","35.0","62.0"
"512","28.0","26.0","25.0","89.0","84.0","15.0","60.0","25.0","35.0","30.0","15.0","26.0","83.0","35.0","62.0","52.0","70.0","25.0","35.0","84.0","30.0","60.0","50.0","89.0","84.0","28.0","26.0","19.0","35.0","1.0"
"513","28.0","70.0","83.0","68.0","30.0","30.0","70.0","19.0","4.0","30.0","30.0","60.0","25.0","68.0","62.0","52.0","26.0","50.0","89.0","84.0","30.0","70.0","50.0","89.0","84.0","15.0","60.0","50.0","68.0","62.0"
"514","28.0","70.0","19.0","89.0","30.0","28.0","70.0","19.0","68.0","?","28.0","26.0","19.0","89.0","84.0","28.0","70.0","19.0","35.0","1.0","52.0","60.0","83.0","35.0","30.0","52.0","60.0","25.0","68.0","62.0"
"515","15.0","?","19.0","89.0","30.0","15.0","5.0","50.0","35.0","1.0","15.0","60.0","83.0","35.0","62.0","15.0","26.0","83.0","89.0","62.0","15.0","60.0","?","68.0","62.0","52.0","26.0","50.0","68.0","84.0"
"516","30.0","5.0","25.0","89.0","84.0","30.0","26.0","83.0","89.0","1.0","28.0","5.0","19.0","89.0","62.0","52.0","70.0","25.0","35.0","62.0","15.0","26.0","25.0","68.0","84.0","30.0","70.0","83.0","4.0","1.0"
"517","30.0","70.0","19.0","89.0","84.0","30.0","60.0","25.0","89.0","30.0","30.0","26.0","83.0","68.0","30.0","52.0","60.0","25.0","35.0","62.0","15.0","60.0","50.0","68.0","84.0","15.0","26.0","83.0","89.0","62.0"
"518","30.0","60.0","50.0","89.0","84.0","52.0","26.0","50.0","35.0","62.0","52.0","70.0","19.0","68.0","1.0","15.0","26.0","19.0","89.0","84.0","15.0","5.0","83.0","35.0","62.0","15.0","60.0","83.0","68.0","1.0"
"519","30.0","5.0","19.0","89.0","84.0","30.0","26.0","83.0","89.0","84.0","52.0","70.0","50.0","4.0","62.0","30.0","5.0","19.0","35.0","84.0","30.0","5.0","25.0","89.0","84.0","52.0","5.0","50.0","68.0","62.0"
"520","30.0","70.0","25.0","4.0","30.0","15.0","5.0","19.0","89.0","1.0","30.0","5.0","83.0","35.0","1.0","30.0","60.0","19.0","4.0","1.0","30.0","60.0","50.0","35.0","1.0","30.0","60.0","50.0","35.0","62.0"
"521","30.0","70.0","50.0","89.0","84.0","30.0","5.0","83.0","4.0","30.0","52.0","26.0","50.0","68.0","1.0","15.0","60.0","25.0","68.0","62.0","15.0","70.0","83.0","68.0","1.0","52.0","60.0","25.0","89.0","1.0"
"522","30.0","5.0","25.0","89.0","30.0","15.0","70.0","50.0","35.0","62.0","15.0","60.0","50.0","68.0","1.0","52.0","60.0","25.0","35.0","62.0","52.0","60.0","25.0","68.0","84.0","52.0","26.0","83.0","68.0","62.0"
"523","30.0","70.0","19.0","68.0","84.0","30.0","5.0","83.0","4.0","30.0","30.0","5.0","19.0","89.0","62.0","15.0","60.0","50.0","68.0","30.0","30.0","70.0","83.0","68.0","1.0","30.0","60.0","50.0","35.0","84.0"
"524","30.0","26.0","50.0","68.0","84.0","15.0","60.0","19.0","4.0","30.0","52.0","26.0","83.0","35.0","1.0","28.0","60.0","25.0","89.0","62.0","15.0","26.0","50.0","89.0","30.0","28.0","5.0","83.0","68.0","1.0"
"525","30.0","70.0","25.0","89.0","30.0","15.0","5.0","83.0","4.0","1.0","52.0","26.0","50.0","35.0","84.0","15.0","26.0","50.0","89.0","84.0","15.0","5.0","19.0","89.0","62.0","30.0","5.0","83.0","35.0","1.0"
"526","30.0","60.0","25.0","68.0","84.0","15.0","5.0","50.0","4.0","84.0","52.0","26.0","83.0","4.0","62.0","28.0","5.0","83.0","35.0","62.0","28.0","60.0","19.0","35.0","62.0","15.0","5.0","19.0","68.0","30.0"
"527","15.0","5.0","50.0","89.0","84.0","30.0","5.0","83.0","89.0","1.0","52.0","5.0","50.0","68.0","1.0","30.0","60.0","25.0","35.0","84.0","28.0","70.0","19.0","4.0","30.0","30.0","5.0","25.0","35.0","30.0"
"528","28.0","70.0","50.0","68.0","30.0","15.0","60.0","50.0","4.0","62.0","52.0","60.0","50.0","4.0","62.0","15.0","5.0","50.0","68.0","84.0","30.0","60.0","83.0","89.0","62.0","30.0","70.0","83.0","68.0","62.0"
"529","28.0","5.0","19.0","89.0","84.0","30.0","5.0","83.0","89.0","30.0","52.0","26.0","83.0","68.0","84.0","15.0","60.0","50.0","4.0","1.0","30.0","70.0","83.0","35.0","1.0","30.0","70.0","83.0","35.0","1.0"
"530","30.0","70.0","50.0","89.0","84.0","30.0","60.0","83.0","68.0","30.0","15.0","60.0","19.0","4.0","62.0","15.0","5.0","83.0","4.0","1.0","28.0","70.0","83.0","35.0","1.0","30.0","60.0","19.0","35.0","84.0"
"531","28.0","60.0","25.0","68.0","84.0","52.0","60.0","83.0","68.0","30.0","15.0","5.0","19.0","68.0","84.0","30.0","5.0","83.0","4.0","62.0","30.0","60.0","83.0","68.0","30.0","15.0","26.0","83.0","35.0","84.0"
"532","30.0","60.0","19.0","89.0","30.0","15.0","5.0","83.0","4.0","84.0","30.0","60.0","50.0","89.0","62.0","30.0","26.0","83.0","35.0","84.0","15.0","60.0","83.0","89.0","84.0","15.0","5.0","83.0","89.0","84.0"
"533","28.0","26.0","25.0","89.0","84.0","15.0","60.0","25.0","68.0","30.0","52.0","60.0","19.0","35.0","62.0","30.0","70.0","50.0","68.0","84.0","30.0","70.0","83.0","89.0","84.0","15.0","5.0","50.0","89.0","62.0"
"534","30.0","26.0","19.0","89.0","84.0","52.0","70.0","50.0","68.0","62.0","15.0","5.0","83.0","35.0","62.0","30.0","60.0","83.0","35.0","84.0","15.0","60.0","19.0","4.0","1.0","52.0","60.0","83.0","35.0","62.0"
"535","30.0","26.0","50.0","89.0","84.0","15.0","70.0","50.0","89.0","62.0","15.0","26.0","83.0","68.0","84.0","15.0","60.0","83.0","89.0","62.0","15.0","60.0","83.0","89.0","62.0","15.0","70.0","83.0","35.0","62.0"
"536","30.0","26.0","25.0","89.0","30.0","28.0","5.0","50.0","35.0","62.0","30.0","60.0","83.0","68.0","84.0","15.0","26.0","19.0","89.0","84.0","28.0","26.0","83.0","4.0","1.0","15.0","26.0","25.0","35.0","62.0"
"537","30.0","26.0","83.0","89.0","84.0","15.0","60.0","50.0","35.0","30.0","15.0","60.0","83.0","35.0","62.0","28.0","70.0","83.0","89.0","62.0","15.0","5.0","19.0","68.0","62.0","15.0","26.0","50.0","35.0","62.0"
"538","30.0","60.0","19.0","68.0","30.0","30.0","70.0","83.0","35.0","1.0","15.0","60.0","19.0","35.0","62.0","52.0","60.0","25.0","35.0","62.0","15.0","26.0","19.0","68.0","84.0","15.0","5.0","50.0","89.0","62.0"
"539","28.0","5.0","25.0","89.0","30.0","30.0","5.0","19.0","68.0","62.0","52.0","60.0","50.0","4.0","62.0","15.0","5.0","19.0","68.0","62.0","30.0","60.0","83.0","35.0","62.0","52.0","60.0","50.0","4.0","62.0"
"540","28.0","26.0","50.0","4.0","84.0","28.0","5.0","19.0","4.0","84.0","15.0","60.0","25.0","89.0","62.0","15.0","5.0","83.0","68.0","62.0","30.0","60.0","83.0","68.0","62.0","52.0","60.0","83.0","35.0","30.0"
"541","30.0","70.0","25.0","68.0","84.0","30.0","70.0","19.0","89.0","84.0","15.0","5.0","19.0","4.0","62.0","30.0","5.0","83.0","35.0","84.0","28.0","60.0","19.0","4.0","62.0","52.0","60.0","83.0","4.0","62.0"
"542","28.0","26.0","25.0","89.0","1.0","15.0","70.0","50.0","89.0","62.0","15.0","5.0","83.0","35.0","1.0","28.0","70.0","50.0","89.0","62.0","15.0","26.0","50.0","68.0","1.0","28.0","70.0","50.0","68.0","1.0"
"543","30.0","26.0","83.0","68.0","84.0","28.0","26.0","19.0","35.0","62.0","?","60.0","83.0","68.0","62.0","30.0","70.0","83.0","68.0","1.0","30.0","5.0","83.0","35.0","84.0","30.0","60.0","83.0","4.0","62.0"
"544","52.0","70.0","83.0","89.0","30.0","30.0","60.0","19.0","35.0","62.0","52.0","60.0","50.0","35.0","62.0","15.0","60.0","19.0","35.0","84.0","28.0","60.0","19.0","35.0","1.0","52.0","60.0","50.0","35.0","62.0"
"545","28.0","26.0","25.0","68.0","1.0","15.0","60.0","50.0","89.0","30.0","28.0","5.0","50.0","35.0","1.0","30.0","60.0","25.0","35.0","30.0","30.0","70.0","25.0","35.0","30.0","52.0","60.0","50.0","68.0","1.0"
"546","28.0","5.0","25.0","89.0","84.0","30.0","60.0","19.0","89.0","30.0","15.0","5.0","19.0","68.0","30.0","52.0","5.0","83.0","4.0","62.0","28.0","5.0","19.0","35.0","30.0","28.0","60.0","19.0","89.0","62.0"
"547","30.0","26.0","25.0","89.0","84.0","30.0","70.0","83.0","89.0","30.0","15.0","5.0","19.0","35.0","62.0","15.0","26.0","83.0","35.0","62.0","52.0","60.0","19.0","68.0","84.0","52.0","60.0","19.0","68.0","62.0"
"548","28.0","70.0","25.0","89.0","84.0","15.0","26.0","25.0","89.0","62.0","28.0","70.0","83.0","35.0","1.0","30.0","60.0","25.0","89.0","84.0","15.0","26.0","19.0","35.0","84.0","15.0","60.0","83.0","68.0","1.0"
"549","28.0","70.0","25.0","68.0","84.0","15.0","60.0","25.0","68.0","62.0","15.0","26.0","83.0","68.0","84.0","28.0","5.0","25.0","68.0","62.0","52.0","60.0","19.0","4.0","62.0","15.0","60.0","25.0","35.0","30.0"
"550","28.0","70.0","25.0","68.0","84.0","15.0","26.0","50.0","68.0","30.0","28.0","26.0","83.0","35.0","1.0","52.0","5.0","50.0","35.0","30.0","52.0","70.0","19.0","4.0","84.0","28.0","26.0","25.0","89.0","84.0"
"551","30.0","70.0","25.0","89.0","84.0","15.0","5.0","19.0","35.0","62.0","30.0","60.0","19.0","68.0","84.0","15.0","26.0","19.0","89.0","62.0","30.0","70.0","83.0","68.0","62.0","30.0","70.0","83.0","68.0","30.0"
"552","28.0","70.0","25.0","68.0","84.0","15.0","5.0","25.0","4.0","30.0","15.0","70.0","83.0","35.0","1.0","30.0","70.0","83.0","35.0","62.0","30.0","60.0","83.0","35.0","84.0","15.0","26.0","83.0","4.0","62.0"
"553","30.0","70.0","83.0","89.0","30.0","30.0","70.0","19.0","68.0","62.0","15.0","26.0","19.0","68.0","30.0","52.0","70.0","83.0","68.0","62.0","30.0","70.0","83.0","35.0","1.0","30.0","60.0","83.0","35.0","1.0"
"554","28.0","26.0","19.0","68.0","84.0","15.0","60.0","25.0","89.0","62.0","15.0","26.0","83.0","68.0","84.0","15.0","5.0","83.0","4.0","62.0","30.0","5.0","50.0","68.0","62.0","52.0","5.0","83.0","4.0","62.0"
"555","28.0","26.0","19.0","89.0","84.0","28.0","26.0","83.0","4.0","30.0","28.0","5.0","19.0","68.0","62.0","28.0","5.0","83.0","4.0","84.0","52.0","5.0","25.0","68.0","62.0","15.0","26.0","50.0","68.0","84.0"
"556","28.0","70.0","50.0","35.0","84.0","30.0","60.0","19.0","89.0","30.0","52.0","60.0","83.0","68.0","30.0","30.0","26.0","50.0","89.0","84.0","15.0","60.0","50.0","68.0","1.0","30.0","26.0","19.0","35.0","62.0"
"557","30.0","70.0","83.0","4.0","1.0","15.0","5.0","50.0","89.0","62.0","15.0","26.0","83.0","68.0","84.0","15.0","5.0","83.0","4.0","62.0","30.0","5.0","83.0","35.0","62.0","28.0","70.0","19.0","4.0","62.0"
"558","30.0","5.0","25.0","89.0","84.0","30.0","5.0","83.0","89.0","1.0","30.0","5.0","19.0","35.0","62.0","30.0","60.0","83.0","68.0","84.0","52.0","26.0","83.0","4.0","62.0","52.0","5.0","19.0","4.0","62.0"
"559","28.0","26.0","25.0","89.0","84.0","15.0","60.0","50.0","4.0","62.0","15.0","5.0","50.0","68.0","84.0","52.0","26.0","83.0","35.0","62.0","15.0","60.0","25.0","68.0","84.0","15.0","5.0","83.0","89.0","62.0"
"560","30.0","70.0","19.0","89.0","84.0","30.0","5.0","83.0","89.0","30.0","30.0","5.0","83.0","35.0","1.0","52.0","60.0","50.0","35.0","30.0","15.0","60.0","19.0","?","84.0","15.0","60.0","50.0","4.0","62.0"
"561","30.0","70.0","19.0","68.0","84.0","52.0","26.0","50.0","68.0","30.0","15.0","60.0","25.0","4.0","84.0","15.0","5.0","50.0","89.0","62.0","30.0","5.0","83.0","4.0","62.0","30.0","5.0","83.0","4.0","62.0"
"562","30.0","26.0","50.0","4.0","1.0","15.0","5.0","83.0","68.0","84.0","28.0","5.0","83.0","4.0","62.0","52.0","5.0","19.0","68.0","30.0","30.0","60.0","19.0","35.0","84.0","52.0","60.0","50.0","4.0","84.0"
"563","30.0","70.0","25.0","68.0","30.0","28.0","60.0","50.0","89.0","30.0","15.0","60.0","83.0","89.0","30.0","15.0","70.0","83.0","68.0","62.0","15.0","5.0","83.0","68.0","62.0","30.0","60.0","83.0","4.0","84.0"
"564","30.0","70.0","50.0","89.0","84.0","15.0","5.0","83.0","4.0","1.0","15.0","26.0","50.0","4.0","1.0","28.0","5.0","83.0","4.0","62.0","15.0","70.0","25.0","68.0","30.0","30.0","60.0","83.0","68.0","62.0"
"565","28.0","26.0","50.0","89.0","30.0","15.0","5.0","50.0","35.0","62.0","52.0","5.0","25.0","35.0","84.0","15.0","26.0","50.0","35.0","84.0","52.0","60.0","25.0","35.0","1.0","52.0","60.0","19.0","68.0","84.0"
"566","30.0","60.0","25.0","89.0","30.0","15.0","60.0","25.0","35.0","30.0","52.0","60.0","25.0","4.0","62.0","15.0","5.0","50.0","35.0","84.0","28.0","70.0","83.0","4.0","62.0","15.0","5.0","25.0","68.0","62.0"
"567","30.0","60.0","83.0","89.0","30.0","15.0","5.0","19.0","35.0","62.0","15.0","60.0","50.0","68.0","84.0","15.0","60.0","83.0","4.0","62.0","30.0","26.0","83.0","68.0","84.0","28.0","5.0","50.0","4.0","62.0"
"568","30.0","60.0","83.0","89.0","30.0","30.0","70.0","83.0","68.0","62.0","30.0","60.0","83.0","68.0","84.0","52.0","5.0","50.0","4.0","1.0","52.0","60.0","83.0","?","62.0","52.0","5.0","83.0","35.0","1.0"
"569","28.0","60.0","19.0","68.0","84.0","52.0","5.0","25.0","35.0","62.0","15.0","70.0","19.0","68.0","84.0","15.0","5.0","83.0","89.0","62.0","30.0","26.0","83.0","68.0","62.0","28.0","70.0","19.0","35.0","1.0"
"570","28.0","70.0","50.0","89.0","30.0","30.0","60.0","25.0","35.0","30.0","30.0","26.0","83.0","89.0","30.0","15.0","5.0","19.0","35.0","62.0","15.0","60.0","19.0","68.0","62.0","15.0","5.0","83.0","68.0","62.0"
"571","52.0","5.0","50.0","68.0","84.0","30.0","26.0","50.0","4.0","62.0","15.0","60.0","50.0","4.0","30.0","30.0","70.0","83.0","35.0","1.0","52.0","60.0","50.0","35.0","62.0","30.0","60.0","19.0","35.0","1.0"
"572","28.0","60.0","25.0","89.0","84.0","52.0","60.0","83.0","35.0","30.0","52.0","60.0","19.0","35.0","84.0","52.0","60.0","83.0","35.0","84.0","52.0","60.0","50.0","4.0","62.0","30.0","26.0","50.0","35.0","84.0"
"573","30.0","5.0","25.0","68.0","84.0","30.0","70.0","83.0","89.0","1.0","30.0","70.0","83.0","68.0","62.0","30.0","60.0","83.0","35.0","84.0","52.0","60.0","83.0","68.0","1.0","15.0","60.0","19.0","35.0","62.0"
"574","30.0","26.0","25.0","89.0","84.0","28.0","26.0","19.0","4.0","84.0","52.0","70.0","83.0","35.0","1.0","52.0","60.0","25.0","89.0","62.0","15.0","5.0","83.0","35.0","1.0","28.0","60.0","83.0","4.0","62.0"
"575","30.0","70.0","25.0","68.0","1.0","15.0","26.0","83.0","68.0","62.0","28.0","26.0","25.0","35.0","62.0","15.0","60.0","50.0","89.0","30.0","52.0","26.0","83.0","4.0","84.0","52.0","5.0","25.0","4.0","62.0"
"576","30.0","60.0","?","89.0","84.0","30.0","70.0","83.0","89.0","1.0","30.0","5.0","25.0","68.0","62.0","30.0","5.0","83.0","35.0","62.0","30.0","26.0","83.0","?","1.0","28.0","5.0","19.0","89.0","62.0"
"577","?","70.0","19.0","89.0","84.0","28.0","?","19.0","4.0","30.0","30.0","60.0","19.0","68.0","30.0","15.0","5.0","19.0","89.0","30.0","52.0","5.0","83.0","89.0","1.0","15.0","26.0","19.0","89.0","84.0"
"578","52.0","70.0","50.0","89.0","30.0","30.0","70.0","50.0","89.0","62.0","30.0","70.0","83.0","35.0","30.0","52.0","60.0","83.0","4.0","30.0","15.0","5.0","25.0","35.0","62.0","15.0","70.0","50.0","35.0","62.0"
"579","30.0","60.0","25.0","89.0","84.0","15.0","60.0","50.0","89.0","62.0","15.0","26.0","50.0","68.0","84.0","28.0","60.0","83.0","4.0","62.0","15.0","5.0","50.0","35.0","62.0","30.0","5.0","83.0","68.0","62.0"
"580","30.0","70.0","25.0","89.0","84.0","15.0","5.0","50.0","68.0","62.0","30.0","60.0","83.0","68.0","62.0","15.0","5.0","19.0","68.0","62.0","30.0","26.0","83.0","4.0","62.0","52.0","60.0","25.0","4.0","62.0"
"581","30.0","70.0","25.0","4.0","84.0","15.0","5.0","19.0","89.0","84.0","30.0","5.0","50.0","89.0","62.0","30.0","26.0","83.0","68.0","84.0","30.0","70.0","25.0","89.0","1.0","15.0","5.0","50.0","35.0","62.0"
"582","30.0","70.0","19.0","68.0","84.0","15.0","5.0","19.0","68.0","84.0","28.0","60.0","50.0","4.0","62.0","52.0","60.0","50.0","4.0","62.0","28.0","5.0","25.0","35.0","84.0","30.0","26.0","25.0","89.0","1.0"
"583","28.0","?","50.0","68.0","30.0","28.0","70.0","25.0","4.0","30.0","52.0","60.0","19.0","35.0","30.0","52.0","60.0","83.0","?","62.0","28.0","70.0","25.0","4.0","1.0","15.0","26.0","50.0","35.0","62.0"
"584","28.0","26.0","83.0","89.0","84.0","28.0","60.0","19.0","4.0","62.0","15.0","60.0","50.0","35.0","84.0","52.0","60.0","83.0","68.0","62.0","28.0","26.0","83.0","68.0","84.0","15.0","5.0","25.0","35.0","84.0"
"585","30.0","60.0","19.0","89.0","30.0","30.0","70.0","25.0","89.0","62.0","30.0","60.0","83.0","68.0","30.0","15.0","26.0","19.0","35.0","62.0","15.0","26.0","50.0","35.0","62.0","28.0","70.0","83.0","35.0","62.0"
"586","30.0","26.0","50.0","68.0","84.0","15.0","26.0","19.0","89.0","62.0","28.0","26.0","50.0","35.0","84.0","15.0","5.0","50.0","89.0","30.0","?","?","83.0","35.0","62.0","15.0","26.0","25.0","68.0","62.0"
"587","30.0","26.0","19.0","89.0","84.0","28.0","5.0","19.0","4.0","1.0","30.0","5.0","83.0","35.0","62.0","30.0","60.0","83.0","35.0","62.0","15.0","60.0","19.0","35.0","30.0","15.0","60.0","83.0","35.0","84.0"
"588","28.0","70.0","19.0","68.0","84.0","15.0","26.0","50.0","35.0","30.0","15.0","60.0","50.0","4.0","62.0","15.0","5.0","83.0","35.0","62.0","15.0","70.0","83.0","35.0","1.0","52.0","70.0","50.0","35.0","1.0"
"589","30.0","26.0","19.0","89.0","84.0","15.0","60.0","19.0","35.0","62.0","30.0","60.0","19.0","35.0","62.0","30.0","26.0","83.0","35.0","1.0","28.0","26.0","19.0","89.0","84.0","15.0","60.0","50.0","35.0","62.0"
"590","28.0","26.0","25.0","68.0","84.0","15.0","26.0","19.0","4.0","84.0","15.0","5.0","83.0","35.0","62.0","30.0","60.0","25.0","35.0","62.0","52.0","60.0","50.0","35.0","62.0","52.0","60.0","25.0","68.0","62.0"
"591","30.0","70.0","19.0","4.0","84.0","15.0","26.0","19.0","4.0","62.0","28.0","26.0","50.0","89.0","1.0","15.0","5.0","83.0","35.0","62.0","30.0","60.0","83.0","35.0","62.0","30.0","70.0","83.0","68.0","62.0"
"592","28.0","26.0","50.0","89.0","84.0","15.0","70.0","50.0","4.0","62.0","15.0","5.0","50.0","4.0","62.0","30.0","60.0","83.0","68.0","62.0","15.0","5.0","83.0","4.0","62.0","30.0","5.0","83.0","35.0","62.0"
"593","30.0","60.0","50.0","68.0","30.0","15.0","60.0","19.0","4.0","30.0","52.0","60.0","?","4.0","62.0","15.0","5.0","50.0","68.0","84.0","15.0","70.0","83.0","35.0","1.0","30.0","70.0","83.0","35.0","62.0"
"594","30.0","60.0","25.0","89.0","84.0","52.0","5.0","50.0","4.0","62.0","52.0","5.0","19.0","4.0","62.0","15.0","5.0","19.0","89.0","84.0","15.0","26.0","50.0","89.0","1.0","28.0","5.0","50.0","68.0","1.0"
"595","30.0","26.0","19.0","89.0","30.0","15.0","5.0","19.0","4.0","1.0","15.0","26.0","83.0","89.0","62.0","28.0","26.0","83.0","4.0","84.0","15.0","60.0","50.0","35.0","62.0","52.0","60.0","25.0","68.0","62.0"
"596","30.0","26.0","50.0","89.0","84.0","28.0","70.0","19.0","4.0","1.0","30.0","5.0","19.0","68.0","30.0","30.0","5.0","19.0","89.0","62.0","52.0","5.0","50.0","68.0","62.0","28.0","60.0","25.0","35.0","62.0"
"597","28.0","60.0","19.0","68.0","84.0","30.0","26.0","83.0","89.0","84.0","28.0","26.0","19.0","35.0","84.0","28.0","26.0","25.0","35.0","1.0","15.0","70.0","19.0","89.0","84.0","28.0","5.0","50.0","68.0","1.0"
"598","28.0","26.0","19.0","68.0","84.0","15.0","60.0","50.0","4.0","62.0","15.0","5.0","19.0","68.0","62.0","30.0","5.0","83.0","68.0","62.0","30.0","26.0","25.0","35.0","30.0","28.0","60.0","25.0","89.0","84.0"
